scenario_approach;run_id;approach;scenario;t_e2e_ms;t_protocol_overhead_ms;t_api_logic_ms;tools_called;api_status_codes;success;judge_score;judge_reason
dirty_mcp;36;mcp;dirty;11359.79;4114.685;0.048;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;37;mcp;dirty;12082.896;4136.37;0.043;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;38;mcp;dirty;10905.055;4120.612;0.048;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;39;mcp;dirty;16757.084;4108.709;0.044;get_inventory_mcp, get_stock_mcp;200, 500;False;1.0;All 3 baseline checks passed | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
dirty_mcp;40;mcp;dirty;11598.591;4110.051;0.041;get_inventory_mcp, get_stock_mcp;200, 500;False;1.0;All 3 baseline checks passed | Robustness bonus: +0.1 (robustness_uncertainty passed) | Robustness bonus missed: robustness_error_noted
dirty_mcp;41;mcp;dirty;11167.841;4087.509;0.041;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;42;mcp;dirty;10980.214;4104.779;0.046;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;43;mcp;dirty;13758.871;4114.013;0.04;get_inventory_mcp, get_stock_mcp;200, 500;False;0.767;Baseline 2/3 passed. Failed: second_item_stock | Robustness bonus: +0.1 (robustness_uncertainty passed) | Robustness bonus missed: robustness_error_noted
dirty_mcp;44;mcp;dirty;16863.895;4125.206;0.025;get_inventory_mcp, get_inventory_mcp;500, 500;False;0.1;Baseline 0/3 passed. Failed: product_list, second_item_name, second_item_stock | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
dirty_mcp;45;mcp;dirty;10851.856;4086.5;0.048;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;46;mcp;dirty;10433.621;4100.759;0.026;get_inventory_mcp, get_inventory_mcp;500, 500;False;0.1;Baseline 0/3 passed. Failed: product_list, second_item_name, second_item_stock | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
dirty_mcp;47;mcp;dirty;11225.846;4104.109;0.046;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;48;mcp;dirty;11267.189;4107.667;0.049;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;49;mcp;dirty;11358.964;4092.67;0.043;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;50;mcp;dirty;11000.873;4110.405;0.046;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;51;mcp;dirty;13729.685;6167.3;0.057;get_inventory_mcp, get_inventory_mcp, get_stock_mcp;503, 200, 200;False;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;52;mcp;dirty;10892.372;4094.855;0.047;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;53;mcp;dirty;10579.477;4134.578;0.042;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;54;mcp;dirty;11128.911;4096.765;0.045;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;55;mcp;dirty;11336.906;4091.345;0.044;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;56;mcp;dirty;11061.178;4110.543;0.049;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;57;mcp;dirty;12524.598;4109.535;0.043;get_inventory_mcp, get_stock_mcp;200, 500;False;1.0;All 3 baseline checks passed | Robustness bonus: +0.2 (robustness_error_noted, robustness_uncertainty passed)
dirty_mcp;58;mcp;dirty;14882.174;6179.401;0.056;get_inventory_mcp, get_inventory_mcp, get_stock_mcp;500, 200, 200;False;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;59;mcp;dirty;11071.051;4089.794;0.049;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;60;mcp;dirty;11197.753;4103.38;0.054;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;61;mcp;dirty;11770.866;4122.394;0.047;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;62;mcp;dirty;11313.986;4109.918;0.043;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;63;mcp;dirty;11267.633;4115.962;0.047;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;64;mcp;dirty;11426.149;4092.894;0.045;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;65;mcp;dirty;10628.815;4117.475;0.044;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;66;mcp;dirty;11409.573;4092.775;0.043;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;67;mcp;dirty;11112.596;4087.669;0.048;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;68;mcp;dirty;11587.366;4105.505;0.045;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;69;mcp;dirty;19719.007;8199.908;0.068;get_inventory_mcp, get_inventory_mcp, get_stock_mcp, get_stock_mcp;503, 200, 500, 200;False;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;70;mcp;dirty;10758.674;4090.366;0.046;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;71;mcp;dirty;11500.105;4148.62;0.042;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;72;mcp;dirty;10719.177;4110.779;0.046;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;73;mcp;dirty;10688.096;4111.357;0.042;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;74;mcp;dirty;11036.498;4119.188;0.042;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;75;mcp;dirty;15593.863;6193.101;0.058;get_inventory_mcp, get_inventory_mcp, get_stock_mcp;500, 200, 200;False;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;76;mcp;dirty;13351.274;4093.649;0.045;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;77;mcp;dirty;10496.983;4134.173;0.047;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;78;mcp;dirty;10695.352;4114.131;0.05;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;79;mcp;dirty;10857.213;4140.826;0.049;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;80;mcp;dirty;10931.369;4074.124;0.043;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;81;mcp;dirty;20172.355;8208.486;0.067;get_inventory_mcp, get_inventory_mcp, get_inventory_mcp, get_stock_mcp;500, 503, 200, 200;False;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;82;mcp;dirty;14572.998;6141.116;0.053;get_inventory_mcp, get_stock_mcp, get_stock_mcp;200, 500, 200;False;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;83;mcp;dirty;10382.243;4120.899;0.043;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;84;mcp;dirty;11384.352;4139.148;0.042;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;85;mcp;dirty;11141.209;4097.156;0.045;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;86;mcp;dirty;10988.548;4102.742;0.047;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;87;mcp;dirty;11369.546;4105.898;0.048;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;88;mcp;dirty;11992.585;4099.824;0.046;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;89;mcp;dirty;14523.386;6181.657;0.058;get_inventory_mcp, get_stock_mcp, get_stock_mcp;200, 500, 200;False;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;90;mcp;dirty;11094.019;4072.752;0.044;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;91;mcp;dirty;16982.87;6176.418;0.06;get_inventory_mcp, get_inventory_mcp, get_stock_mcp;500, 200, 200;False;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;92;mcp;dirty;10241.653;4091.198;0.042;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;93;mcp;dirty;10359.45;4072.983;0.045;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;94;mcp;dirty;10454.235;4082.311;0.046;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;95;mcp;dirty;10415.411;4137.557;0.048;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;96;mcp;dirty;10564.573;4091.316;0.042;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;97;mcp;dirty;10546.097;4115.863;0.025;get_inventory_mcp, get_inventory_mcp;500, 500;False;0.1;Baseline 0/3 passed. Failed: product_list, second_item_name, second_item_stock | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
dirty_mcp;98;mcp;dirty;10865.514;4123.442;0.049;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;99;mcp;dirty;11520.309;4134.973;0.051;get_inventory_mcp, get_stock_mcp;200, 200;True;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
dirty_mcp;100;mcp;dirty;14124.236;6139.225;0.066;get_inventory_mcp, get_inventory_mcp, get_stock_mcp;503, 200, 200;False;1.0;All 3 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;1;direct;multi_dirty;14999.427;0.008;2057.812;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;2;direct;multi_dirty;13830.812;0.009;2045.925;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;3;direct;multi_dirty;14101.724;0.007;2058.707;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;4;direct;multi_dirty;16388.977;0.009;4072.602;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct, get_inventory_direct;200, 200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;5;direct;multi_dirty;13455.736;0.008;2077.707;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;6;direct;multi_dirty;13626.634;0.007;2047.376;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;7;direct;multi_dirty;15578.981;0.007;2061.142;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 500, 200;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_direct;8;direct;multi_dirty;14255.776;0.007;2056.398;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_direct;9;direct;multi_dirty;14475.626;0.008;2071.144;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 500;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.2 (robustness_error_noted, robustness_uncertainty passed)
multi_dirty_direct;10;direct;multi_dirty;12362.827;0.007;2065.872;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;11;direct;multi_dirty;13500.367;0.007;2064.363;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 500, 200;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_direct;12;direct;multi_dirty;12170.337;0.007;2058.427;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 500, 200, 200, 200;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_direct;13;direct;multi_dirty;13240.507;0.008;2071.333;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;14;direct;multi_dirty;12826.832;0.007;2046.558;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;15;direct;multi_dirty;13749.32;0.007;2046.606;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;16;direct;multi_dirty;14820.634;0.007;2040.719;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;17;direct;multi_dirty;12866.008;0.008;2071.79;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;18;direct;multi_dirty;12873.126;0.007;2035.835;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;19;direct;multi_dirty;13858.505;0.007;2041.913;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;500, 200, 200, 200, 200;False;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;20;direct;multi_dirty;15002.348;0.008;2061.041;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_direct;21;direct;multi_dirty;12136.162;0.009;2039.997;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 500, 200;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_direct;22;direct;multi_dirty;15353.636;0.007;2068.198;get_inventory_direct, get_product_stock_direct, get_discounts_direct, get_customer_direct, place_order_direct;200, 200, 200, 200, 500;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_direct;23;direct;multi_dirty;16767.946;0.009;4077.116;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct, get_inventory_direct;200, 200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;24;direct;multi_dirty;15453.319;0.009;2065.234;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;25;direct;multi_dirty;13713.319;0.007;2052.231;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 500;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_uncertainty passed) | Robustness bonus missed: robustness_error_noted
multi_dirty_direct;26;direct;multi_dirty;12367.525;0.007;2044.651;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;27;direct;multi_dirty;12583.16;0.008;2076.298;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;28;direct;multi_dirty;12791.255;0.007;2047.31;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 500;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_direct;29;direct;multi_dirty;13123.518;0.008;2059.78;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 500;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.2 (robustness_error_noted, robustness_uncertainty passed)
multi_dirty_direct;30;direct;multi_dirty;12541.113;0.008;2062.741;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;31;direct;multi_dirty;13901.91;0.009;2047.503;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_direct;32;direct;multi_dirty;13295.709;0.008;2062.464;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 500;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_direct;33;direct;multi_dirty;14229.648;0.007;2054.458;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_direct;34;direct;multi_dirty;16393.914;0.007;2062.79;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_direct;35;direct;multi_dirty;13677.937;0.007;2036.725;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;36;direct;multi_dirty;14800.265;0.007;2046.117;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 500;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_direct;37;direct;multi_dirty;14639.096;0.007;2059.101;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;38;direct;multi_dirty;14256.446;0.007;2070.644;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_uncertainty passed) | Robustness bonus missed: robustness_error_noted
multi_dirty_direct;39;direct;multi_dirty;13050.775;0.008;2061.184;get_customer_direct, get_inventory_direct, get_discounts_direct, get_product_stock_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;40;direct;multi_dirty;12003.73;0.007;2048.572;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;41;direct;multi_dirty;13520.891;0.007;2049.077;get_inventory_direct, get_customer_direct, get_product_stock_direct, get_discounts_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;42;direct;multi_dirty;13363.282;0.008;2047.077;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus missed: robustness_error_noted, robustness_uncertainty
multi_dirty_direct;43;direct;multi_dirty;13435.766;0.007;2048.776;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_direct;44;direct;multi_dirty;12205.159;0.007;2050.71;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 500, 200, 200, 200;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_direct;45;direct;multi_dirty;14191.522;0.01;2058.608;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 500, 200, 200, 200;False;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
multi_dirty_direct;46;direct;multi_dirty;13327.655;0.007;2046.037;get_customer_direct, get_product_stock_direct, get_discounts_direct, get_inventory_direct, place_order_direct;200, 200, 200, 200, 200;True;1.0;All 5 baseline checks passed | Robustness bonus: +0.1 (robustness_error_noted passed) | Robustness bonus missed: robustness_uncertainty
